,CPU,RAM,GPU,SSD,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,target
2068,9,5,0,6,5,6,7,2,0,1,4,3,1,7,3,8,1,5,5,0,3,1,6,2,2,8,6,2,6,7,0
2069,9,1,6,4,2,7,4,7,1,1,2,7,9,1,2,5,8,6,4,1,9,7,9,5,2,7,5,7,7,6,0
2070,5,0,1,9,9,1,7,9,8,2,8,9,1,7,0,1,5,2,9,6,2,4,6,8,1,2,9,2,2,5,0
2071,2,4,7,4,2,6,0,8,7,4,9,5,6,6,8,7,7,9,1,8,4,9,5,2,2,3,5,8,5,6,0
2072,0,8,1,7,9,4,4,7,9,9,1,7,7,9,5,4,7,7,1,6,8,6,7,8,0,8,3,8,2,0,0
2073,1,1,7,9,1,5,6,6,6,5,6,7,6,7,2,0,5,2,2,5,9,4,3,6,6,5,9,7,2,2,0
2074,9,2,2,7,1,4,7,7,3,6,9,2,6,6,1,3,8,5,6,3,0,5,0,4,9,5,8,6,1,9,0
2075,7,5,1,9,4,6,5,1,1,9,2,2,5,1,2,6,4,2,8,6,1,3,5,6,8,8,9,4,7,1,0
2076,8,5,7,3,7,8,9,9,5,6,3,6,0,6,6,2,1,6,3,1,8,9,5,7,8,1,4,9,2,7,0
2077,4,4,4,8,1,1,8,0,5,3,7,4,7,5,6,4,7,2,6,1,3,3,4,5,2,8,3,4,1,3,0
2078,9,8,9,9,6,5,2,0,6,0,0,7,7,6,2,3,0,3,6,5,4,6,4,1,9,0,3,3,9,0,1
2079,1,4,5,3,8,5,4,3,3,0,8,6,2,5,4,4,8,5,8,1,4,7,9,7,9,7,7,3,0,8,0
2080,9,3,8,7,2,7,1,3,3,0,5,7,9,3,5,0,8,5,4,4,7,5,6,3,7,0,6,3,1,2,0
2081,0,8,1,6,9,8,7,3,1,7,9,8,3,1,3,5,9,8,8,7,8,5,7,1,2,7,8,7,9,6,0
2082,5,8,8,6,6,4,2,5,4,2,1,6,8,8,0,4,9,6,0,6,6,9,4,1,1,7,6,1,9,7,0
2083,4,7,5,8,8,8,6,9,7,0,5,1,8,1,6,4,0,0,8,1,9,8,2,1,3,1,6,3,9,1,0
2084,1,7,0,9,4,2,8,9,1,3,5,5,1,1,5,3,9,2,6,6,2,1,3,0,0,5,9,5,9,1,0
2085,5,3,7,1,7,3,7,3,2,0,0,0,8,6,8,6,9,6,6,4,9,6,0,1,4,9,9,3,7,8,0
2086,7,8,0,5,9,7,9,4,4,8,4,5,2,4,3,9,4,0,2,1,9,6,8,4,3,5,5,3,7,1,0
2087,2,0,5,9,1,1,4,6,7,9,0,4,4,4,6,5,1,0,4,4,9,2,4,4,7,0,8,8,4,7,0
2088,8,9,5,6,7,0,6,4,1,5,1,5,6,9,1,4,2,9,4,1,0,4,4,2,2,6,1,8,3,0,0
2089,4,6,8,3,1,9,0,2,9,4,7,7,3,7,3,1,9,4,4,4,5,2,5,3,3,5,0,2,0,5,0
2090,2,6,0,1,1,9,0,8,9,6,3,7,2,0,0,6,1,0,8,8,7,8,0,4,6,3,6,5,2,6,0
2091,2,9,9,2,2,9,3,2,9,5,2,0,8,5,3,6,1,9,8,6,8,3,6,8,5,5,2,7,9,1,0
2092,4,0,5,9,5,5,9,9,2,3,9,2,3,2,9,2,3,8,3,5,9,5,9,1,6,0,2,6,1,8,0
2093,1,9,0,8,4,0,5,0,8,0,5,5,9,3,3,9,9,4,1,8,1,7,9,6,7,3,6,0,3,4,0
2094,0,8,6,0,5,3,2,1,0,1,9,3,0,4,5,6,5,9,6,7,5,7,1,5,2,9,5,2,8,7,0
2095,7,2,4,9,6,2,9,2,5,6,9,5,7,4,0,7,8,9,8,5,0,7,1,3,3,2,0,4,5,6,0
2096,6,3,4,1,0,0,5,5,2,0,7,3,6,4,5,7,1,2,2,4,8,2,9,0,4,5,8,5,6,6,0
2097,7,3,6,4,3,4,6,2,1,1,3,5,2,1,3,4,7,7,5,2,0,9,2,2,4,8,8,0,8,1,0
2098,3,5,4,3,4,7,3,4,1,1,3,2,9,8,7,0,9,2,3,9,3,4,1,5,1,4,4,7,6,1,0
2099,3,9,5,0,1,0,3,9,5,4,9,9,8,5,6,5,1,6,4,1,5,9,9,4,0,6,6,6,7,5,0
2100,5,7,1,6,0,4,3,6,4,5,7,8,9,2,4,4,3,6,0,6,0,3,0,8,7,8,3,9,0,8,0
2101,3,4,6,0,3,9,0,1,5,4,6,4,9,3,4,5,0,1,3,3,4,5,1,6,3,2,4,2,4,7,0
2102,9,8,1,3,0,6,2,0,2,1,7,6,0,2,6,1,3,9,5,3,1,5,1,8,0,0,9,1,2,2,0
2103,5,3,5,4,4,2,2,4,1,0,9,6,7,4,6,7,7,7,0,5,3,9,4,7,2,3,1,2,6,9,0
2104,6,2,3,9,7,7,4,6,1,8,9,9,3,9,8,9,5,4,0,8,4,0,0,4,5,0,1,3,3,3,0
2105,3,5,8,3,0,9,4,1,8,3,7,8,5,3,6,6,2,8,2,5,8,6,0,2,6,1,4,1,7,0,0
2106,8,4,6,1,3,3,2,6,0,7,5,6,6,1,1,7,2,9,3,0,6,8,0,7,4,3,2,3,2,3,0
2107,3,5,6,4,0,9,7,0,6,2,5,9,9,2,3,0,8,4,8,4,4,7,0,3,8,8,9,2,8,1,0
2108,5,8,0,7,6,3,1,1,6,2,5,3,6,1,3,4,6,7,9,6,6,4,6,3,0,4,6,1,2,9,0
2109,7,6,3,8,9,7,3,2,7,3,4,0,4,1,8,6,5,1,6,7,3,6,8,9,9,5,0,9,6,1,0
2110,4,7,2,6,6,8,6,1,0,0,1,3,6,6,7,2,7,2,9,6,3,1,0,2,4,0,2,3,1,6,0
2111,2,7,5,6,7,8,4,4,5,7,4,5,6,8,4,8,4,9,3,0,3,9,4,8,9,2,6,8,3,3,0
2112,5,3,1,5,3,1,9,8,6,8,7,9,4,5,5,8,7,0,7,2,4,6,6,4,7,0,7,6,4,1,0
2113,3,6,6,7,4,7,2,9,4,1,3,8,9,3,8,2,5,2,4,9,8,4,4,8,0,9,0,8,7,2,0
2114,3,1,9,2,0,2,0,3,3,9,4,0,2,4,9,6,4,8,8,1,2,6,8,8,3,0,5,3,5,3,0
2115,4,7,8,1,5,8,5,4,7,7,7,9,8,1,9,2,8,7,2,6,3,2,6,3,9,8,3,7,6,0,0
2116,5,1,0,8,8,4,4,1,1,3,8,3,9,6,3,5,2,9,7,4,3,3,7,4,0,6,4,3,0,4,0
2117,5,5,5,3,3,8,2,3,8,3,8,8,2,4,4,1,4,4,1,0,0,8,3,9,4,3,9,1,0,8,0
2118,6,8,1,5,5,8,2,2,5,9,8,6,5,1,3,7,9,2,7,4,1,5,5,7,2,5,2,2,9,0,0
2119,9,0,4,9,5,5,7,6,8,7,5,7,0,3,7,4,0,4,8,7,6,9,8,1,3,5,7,6,9,2,0
2120,4,5,6,3,6,1,9,1,1,3,7,2,5,0,6,4,3,8,1,1,9,9,9,4,0,8,5,3,7,1,0
2121,7,1,1,1,0,3,1,9,4,5,0,1,9,6,7,8,7,2,4,1,4,1,6,1,2,0,3,3,1,3,0
2122,2,8,4,6,4,1,1,2,6,8,8,3,5,4,0,4,9,0,3,3,1,7,3,5,9,3,8,9,2,5,0
2123,1,1,8,9,1,3,5,7,6,8,3,1,9,0,2,1,4,0,9,6,2,3,5,7,0,6,8,1,7,2,0
2124,6,2,0,6,1,0,9,4,6,9,9,2,9,4,8,5,1,7,5,7,3,5,5,2,7,9,3,6,1,3,0
2125,5,1,5,4,4,9,1,4,8,0,0,6,6,9,7,0,2,4,1,8,6,1,2,2,8,1,6,2,1,3,0
2126,9,1,9,6,8,2,4,9,5,1,5,7,7,4,3,8,5,4,3,4,7,3,3,6,9,0,5,5,6,3,0
2127,7,5,6,1,4,8,7,8,3,6,2,5,4,1,7,0,3,2,4,9,8,3,8,9,3,5,3,6,1,3,0
2128,6,8,1,2,1,0,6,0,7,5,1,6,9,4,3,5,0,8,5,7,9,9,0,0,7,5,6,8,4,0,0
2129,2,9,8,3,3,6,9,8,5,0,9,5,9,3,5,0,4,9,8,8,5,1,0,8,7,6,5,1,3,9,0
2130,6,9,4,2,4,5,6,9,0,3,4,9,9,6,5,6,7,0,2,9,0,8,2,3,9,4,4,4,3,7,0
2131,0,2,2,7,4,6,4,4,1,4,7,7,3,1,6,5,1,7,3,1,6,7,6,6,4,8,7,0,8,5,0
2132,4,3,7,7,3,7,9,4,6,9,6,7,9,3,6,7,9,1,4,4,1,6,1,0,7,4,5,8,5,2,0
2133,8,0,4,9,4,4,3,5,9,2,4,4,3,6,4,1,9,7,6,8,9,3,9,3,2,5,8,2,2,1,0
2134,5,7,7,6,0,0,1,8,1,1,8,8,9,5,8,1,9,2,2,2,7,7,1,8,7,8,9,8,3,1,0
2135,2,7,5,5,4,3,3,0,7,6,5,7,4,2,3,9,0,0,6,6,7,5,6,6,4,1,5,9,6,8,0
2136,5,8,2,0,7,2,7,8,2,1,0,0,2,2,6,2,3,8,3,8,2,8,2,6,1,1,1,6,6,3,0
2137,6,2,9,0,0,1,8,7,7,6,7,8,1,4,8,5,3,5,2,2,9,1,9,2,2,2,0,7,3,7,0
2138,1,4,1,0,0,5,7,4,1,4,3,0,6,3,4,6,3,5,2,8,8,6,2,2,8,9,7,1,8,7,0
2139,7,3,5,3,7,0,1,5,9,6,8,0,7,1,1,3,7,0,5,1,1,6,7,3,7,7,0,4,1,5,0
2140,1,8,4,2,6,6,8,8,2,0,5,9,5,6,9,2,3,8,0,1,2,1,7,7,7,6,7,4,2,0,0
2141,6,7,8,2,5,9,9,5,0,4,8,7,5,5,4,3,4,7,8,4,8,7,7,1,3,0,2,8,8,9,0
2142,2,1,0,3,4,1,9,3,7,6,4,1,8,7,9,3,9,6,2,5,5,9,1,5,0,1,5,7,4,0,0
2143,3,2,3,6,2,4,0,3,0,5,1,8,2,6,2,0,5,9,3,3,2,8,7,3,2,0,0,4,7,7,0
2144,8,8,4,9,3,2,8,9,0,6,0,5,0,6,4,4,5,2,5,1,6,2,5,1,3,5,8,2,9,9,0
2145,8,6,2,6,6,2,2,8,3,0,8,3,3,1,6,6,4,2,9,2,9,5,0,2,6,1,6,9,2,4,0
2146,6,6,4,8,8,1,4,1,2,0,0,1,0,2,3,7,3,6,2,7,3,6,1,7,4,8,7,2,6,2,0
2147,6,2,9,3,5,3,9,2,7,1,0,0,9,5,2,4,7,6,8,3,0,8,4,9,5,1,6,9,8,8,0
2148,2,1,9,8,4,7,1,6,1,5,6,0,6,4,7,5,5,1,7,1,8,8,7,5,3,9,5,2,4,3,0
2149,0,4,1,7,5,9,5,8,2,2,3,7,9,7,7,5,6,9,9,9,8,0,5,8,7,6,1,1,9,3,0
2150,1,8,3,3,8,4,0,8,3,7,2,2,5,0,5,1,6,4,5,2,1,0,8,5,9,0,9,4,4,3,0
2151,8,1,5,1,1,3,1,7,9,4,1,3,5,8,6,9,7,0,3,6,8,8,8,6,8,3,1,2,8,4,0
2152,6,8,9,8,7,4,3,5,3,4,5,4,3,3,0,3,4,0,0,2,6,8,6,7,3,1,3,6,1,5,0
2153,6,8,6,5,6,6,0,3,5,6,2,5,3,3,6,5,1,0,9,8,3,9,8,6,4,0,2,3,2,7,0
2154,9,7,7,4,7,4,2,7,4,7,0,1,2,9,8,3,7,2,4,3,4,1,9,5,1,6,2,3,0,1,0
2155,1,9,7,4,5,3,1,0,0,3,1,2,2,1,7,5,8,9,2,3,7,4,6,7,7,3,3,9,9,4,0
2156,2,0,2,4,2,6,3,1,1,3,9,5,6,2,9,7,5,8,9,5,8,8,1,0,4,9,0,8,6,5,0
2157,5,5,8,3,8,5,7,8,7,6,7,3,8,1,8,1,2,6,9,8,7,4,2,4,1,9,0,8,9,2,0
2158,2,3,1,6,3,1,9,8,9,2,6,8,1,0,9,2,4,4,9,0,9,6,4,0,3,0,7,1,1,0,0
2159,2,4,6,1,2,3,1,7,6,8,9,5,6,6,5,0,7,4,5,5,1,0,8,6,3,4,2,6,7,5,0
2160,9,6,7,5,2,1,4,8,2,9,2,1,5,0,1,7,5,9,1,6,5,2,5,1,0,3,0,1,3,9,0
2161,2,4,8,0,2,8,7,4,3,0,1,1,8,6,2,5,1,2,1,2,8,6,5,7,7,3,2,5,0,1,0
2162,8,7,1,4,4,1,0,7,0,6,4,2,5,7,5,7,8,0,1,6,1,8,4,8,6,0,7,5,6,2,0
2163,5,5,0,7,4,7,7,2,9,5,2,7,0,8,8,6,0,8,7,6,9,6,7,7,5,6,1,0,9,2,0
2164,4,0,0,0,1,0,9,8,0,0,5,3,1,2,3,5,2,7,2,5,4,2,2,4,8,7,1,6,5,3,0
2165,8,7,7,6,6,9,7,5,9,7,2,9,3,0,9,9,6,0,9,2,7,9,8,7,3,6,9,9,5,8,0
2166,1,1,7,3,6,7,3,8,8,5,0,9,1,6,9,9,2,3,3,2,0,1,8,4,5,7,2,3,9,9,0
2167,3,1,5,2,0,9,8,1,1,3,4,6,9,6,9,3,0,6,2,8,1,4,2,0,1,1,8,5,0,1,0
2168,5,9,9,5,7,9,0,6,6,0,2,0,8,9,2,9,2,7,5,8,8,3,9,6,1,5,0,1,5,9,0
2169,3,7,9,0,1,8,1,4,1,7,8,7,3,4,4,0,4,9,2,3,9,7,1,1,1,2,2,4,2,3,0
2170,2,7,4,1,5,5,8,3,1,0,7,0,5,3,3,7,8,3,9,7,4,8,2,4,7,8,6,9,3,5,0
2171,3,0,7,2,9,9,1,7,4,3,4,9,3,6,0,2,8,9,5,2,6,0,4,9,9,7,1,5,3,7,0
2172,3,6,9,9,0,9,1,7,8,1,1,9,4,8,6,2,6,3,2,1,7,3,8,9,3,2,1,0,0,7,0
2173,6,1,0,6,7,8,3,0,7,0,7,5,7,4,0,4,2,5,4,6,0,7,0,2,3,9,1,8,0,5,0
2174,2,6,1,0,7,2,4,6,7,5,7,6,2,9,7,1,3,8,2,8,7,9,8,3,9,7,7,9,5,3,0
2175,0,8,6,8,3,8,9,6,7,9,7,7,2,3,6,0,4,8,7,4,0,7,5,2,1,3,5,1,2,4,0
2176,5,2,0,9,8,5,0,2,6,5,8,1,2,1,7,5,6,7,4,4,5,8,1,6,4,1,1,8,7,8,0
2177,6,9,8,0,9,9,4,7,3,0,6,6,1,0,2,4,8,6,2,1,6,7,9,3,0,4,9,2,6,4,0
2178,2,3,0,6,7,2,2,6,8,0,8,4,4,1,5,5,1,9,3,2,1,3,1,1,9,7,9,8,8,7,0
2179,7,7,9,9,1,1,3,7,9,1,1,5,6,5,3,5,9,0,8,2,6,5,8,5,8,9,2,2,5,4,1
2180,8,3,6,8,5,1,9,6,2,8,4,6,9,2,8,8,8,0,4,5,7,7,9,1,8,2,0,1,0,4,0
2181,4,7,4,2,1,6,5,8,3,6,1,0,2,5,8,8,8,2,1,7,5,6,1,7,4,1,2,1,0,3,0
2182,6,0,0,0,2,3,2,1,9,6,2,4,4,0,8,7,1,3,1,8,2,2,1,2,9,5,2,9,7,1,0
2183,8,1,1,6,4,9,3,4,3,3,6,3,0,4,8,8,2,8,5,9,8,2,0,3,3,1,0,1,1,7,0
2184,8,2,8,6,3,5,5,8,8,2,7,3,3,3,8,3,8,7,9,3,4,8,8,1,1,1,4,1,8,2,0
2185,9,2,9,5,0,0,5,3,9,7,4,6,5,6,1,7,0,2,3,4,4,9,6,0,4,5,2,3,4,9,0
2186,1,8,0,9,0,7,8,5,3,7,2,3,6,2,1,4,2,7,8,6,4,2,3,9,9,7,9,1,4,8,0
2187,8,2,1,4,5,0,0,0,9,2,3,8,9,0,4,2,5,0,9,4,8,2,5,2,8,0,2,9,1,3,0
2188,7,8,4,3,9,7,3,6,1,7,3,1,7,6,4,9,4,8,1,4,7,3,4,7,9,0,3,8,1,8,0
2189,1,1,6,1,6,8,0,6,7,0,6,7,5,1,6,0,1,4,8,0,0,6,9,6,0,9,6,5,1,5,0
2190,0,1,3,7,4,0,3,5,5,7,1,9,5,9,3,4,5,2,9,6,3,5,1,2,8,1,6,9,8,8,0
2191,0,9,5,4,9,6,6,0,8,0,8,5,3,0,1,9,7,9,9,9,7,9,0,3,6,2,4,7,1,8,0
2192,4,2,4,6,7,0,0,2,7,1,5,4,9,9,3,8,4,1,6,8,7,7,7,9,9,3,2,2,0,1,0
2193,5,5,9,1,9,4,3,0,4,5,9,2,2,2,8,2,0,4,8,6,7,6,5,5,7,8,1,6,2,6,0
2194,6,2,1,4,7,0,8,1,1,0,3,7,4,0,5,6,1,6,2,7,7,1,3,4,0,6,2,2,7,5,0
2195,9,4,5,7,6,8,8,8,5,5,4,0,6,3,7,7,7,2,5,1,5,6,5,4,8,9,5,7,7,3,0
2196,8,6,5,5,1,4,1,3,8,7,9,0,8,6,7,1,6,8,5,5,2,8,1,8,7,7,7,9,4,0,0
2197,5,1,6,0,3,5,6,7,4,9,1,1,3,1,1,8,8,0,5,8,0,4,8,4,8,2,4,5,8,4,0
2198,2,8,4,3,4,0,8,5,5,0,1,4,2,4,2,9,6,1,5,8,9,5,8,9,3,6,8,5,2,3,0
2199,7,9,8,7,0,3,5,2,3,0,5,1,4,6,8,1,4,8,0,7,9,9,3,0,7,8,9,5,9,6,1
2200,9,9,0,4,2,9,0,3,4,9,3,5,3,9,0,4,7,3,5,8,3,4,6,2,3,2,9,5,7,5,0
2201,4,6,2,3,5,6,1,3,2,3,2,9,7,6,1,5,3,3,9,2,3,1,0,2,5,6,9,1,3,5,0
2202,7,2,2,9,1,8,3,5,7,1,6,0,5,8,1,1,6,7,8,8,5,1,2,0,9,2,0,7,9,1,0
2203,6,4,4,2,2,6,6,6,3,8,8,0,5,6,7,2,5,0,4,5,5,5,2,2,6,2,3,3,0,7,0
2204,6,2,4,8,5,2,5,9,0,8,1,0,4,6,3,7,2,3,0,3,6,9,6,6,8,1,6,5,8,2,0
2205,1,3,3,9,6,4,7,1,2,3,7,5,3,0,5,0,7,6,1,9,5,1,2,9,2,9,5,0,0,7,0
2206,5,2,9,2,5,7,2,7,0,1,7,2,8,1,8,0,8,1,1,1,8,8,1,4,8,0,2,7,2,6,0
2207,7,1,8,1,5,2,8,8,6,9,7,3,6,0,5,0,8,3,4,7,5,3,2,0,4,5,3,5,8,7,0
2208,6,2,1,7,2,7,5,2,5,6,8,4,2,8,2,0,2,5,3,9,5,4,2,1,5,3,7,2,9,3,0
2209,7,5,6,2,3,7,1,0,9,1,9,0,3,6,5,0,8,4,8,2,8,5,4,5,4,4,9,1,5,4,0
2210,6,8,5,3,3,8,0,5,1,8,3,4,8,6,1,5,9,4,4,4,3,2,8,5,0,2,2,6,4,6,0
2211,2,4,6,3,7,3,4,0,1,9,2,1,9,7,5,6,3,9,8,9,2,4,0,5,9,7,3,3,7,5,0
2212,4,4,7,0,1,7,2,4,2,4,3,5,9,4,0,3,6,1,7,2,2,7,0,3,4,2,1,0,9,5,0
2213,2,7,2,9,6,2,6,7,5,3,8,6,8,8,0,7,4,1,7,5,2,4,2,3,2,6,2,9,4,2,0
2214,8,4,8,1,5,3,6,6,3,9,4,0,0,3,6,1,7,5,5,7,3,1,4,0,5,0,8,7,9,2,0
2215,3,7,4,0,8,8,9,8,6,7,5,0,2,4,4,8,1,7,3,7,0,2,0,8,7,6,9,5,0,3,0
2216,6,0,7,4,2,3,7,0,0,5,1,4,2,3,1,7,8,1,2,9,6,0,7,1,4,2,6,4,1,4,0
2217,2,9,5,2,0,4,3,4,6,3,7,7,7,9,8,9,8,8,5,4,2,4,2,0,7,0,0,2,0,6,0
2218,7,0,8,8,2,3,6,1,8,1,5,9,6,2,8,6,4,8,0,4,9,2,7,9,2,2,5,4,0,7,0
2219,2,1,8,1,1,2,1,0,1,1,5,5,8,0,7,1,3,5,1,8,4,3,4,1,2,5,7,2,1,9,0
2220,0,4,2,0,6,1,2,4,2,2,6,0,1,3,7,5,5,4,0,8,7,1,1,1,0,1,5,0,9,3,0
2221,8,3,0,3,6,7,8,5,8,8,8,5,6,3,3,4,6,5,1,8,2,9,9,1,8,7,6,1,3,7,0
2222,0,1,5,4,8,8,9,3,0,6,8,5,4,0,1,3,0,2,1,1,9,0,6,4,4,4,1,9,4,8,0
2223,0,7,2,1,1,7,1,9,2,7,5,3,7,6,6,1,5,5,4,8,6,1,2,3,0,1,0,3,8,1,0
2224,1,0,5,4,9,4,1,7,7,0,0,0,8,9,1,8,3,3,3,8,7,8,2,9,2,1,2,5,4,9,0
2225,3,9,5,5,6,3,7,0,6,3,5,6,1,2,9,7,9,8,3,9,5,0,9,2,7,8,2,0,8,6,0
2226,5,2,3,5,3,6,9,3,9,5,0,9,6,4,5,4,2,2,6,3,8,4,9,2,1,4,0,5,2,1,0
2227,5,0,9,5,1,5,2,6,2,1,3,8,6,7,1,2,7,5,3,2,2,0,7,4,1,6,0,3,7,0,0
2228,2,4,7,5,9,7,4,6,7,1,6,9,9,4,7,8,0,4,6,9,4,6,1,3,0,7,8,3,5,8,0
2229,1,8,5,3,7,6,6,3,9,3,8,4,3,0,2,8,3,2,9,0,5,0,8,3,4,3,1,5,5,4,0
2230,5,0,5,3,5,4,6,5,7,4,6,8,3,3,9,3,0,0,0,3,8,7,4,1,9,4,9,9,3,5,0
2231,0,5,5,9,6,8,0,5,4,0,4,0,7,0,6,5,1,1,6,5,9,7,3,8,9,5,3,0,7,7,0
2232,4,9,4,7,1,7,4,4,0,8,0,9,6,3,8,5,4,1,7,5,7,6,2,0,0,0,2,7,2,5,0
2233,5,5,2,2,7,6,6,0,4,3,1,9,9,1,9,7,5,9,9,1,5,3,3,0,3,1,1,1,8,3,0
2234,7,5,7,5,6,5,8,6,5,8,8,5,4,1,2,0,5,5,1,1,8,8,2,9,8,7,4,5,9,6,0
2235,2,7,8,5,3,1,4,8,9,2,9,0,4,3,0,1,7,2,7,9,1,4,4,9,2,6,9,6,8,3,0
2236,8,8,9,3,8,9,5,3,6,6,9,2,9,2,5,2,8,6,3,4,4,7,7,0,9,9,8,5,9,8,0
2237,7,5,4,4,4,9,5,4,5,8,6,5,9,8,5,9,4,7,8,3,9,2,7,4,9,4,6,3,6,1,0
2238,6,3,1,3,3,0,8,3,3,1,0,4,7,2,4,4,0,4,5,3,0,6,4,7,3,2,0,4,9,1,0
2239,4,2,3,0,5,9,1,7,1,1,5,2,6,3,6,4,5,6,3,4,0,1,5,5,7,2,9,5,6,8,0
2240,6,4,5,5,9,2,8,6,4,6,7,2,2,9,0,2,5,5,8,9,2,7,8,1,9,9,6,8,0,4,0
2241,5,8,3,6,8,1,7,4,7,3,0,8,9,0,7,9,5,4,4,9,2,5,5,7,3,8,6,5,8,0,0
2242,5,3,9,2,9,5,2,5,3,2,3,1,5,2,0,5,2,4,1,2,1,7,1,4,1,2,5,4,2,7,0
2243,9,8,9,2,7,1,3,3,5,3,5,1,2,2,0,1,2,9,8,9,6,8,0,2,2,8,2,6,7,5,0
2244,9,9,1,1,2,8,4,2,4,6,7,7,9,8,2,7,7,9,0,7,0,8,9,6,7,3,2,5,3,1,0
2245,5,9,9,3,6,4,5,9,7,8,2,4,0,3,1,3,8,5,7,4,9,4,8,0,1,9,3,9,8,9,0
2246,5,9,6,5,7,3,6,3,9,3,0,9,2,8,6,1,6,9,0,6,0,5,6,1,7,5,3,8,1,7,0
2247,8,1,5,9,8,4,9,8,1,2,0,7,1,6,9,0,6,7,6,2,0,9,6,7,3,4,9,6,8,9,0
2248,4,4,0,3,2,7,4,5,8,0,8,7,9,4,5,7,4,9,9,3,2,4,7,9,7,4,3,5,6,6,0
2249,1,9,7,0,5,6,4,2,1,4,7,8,7,5,2,6,2,9,4,8,5,6,3,7,2,1,2,1,3,1,0
2250,3,0,0,2,2,1,7,9,5,4,3,4,0,3,0,4,2,0,8,8,6,1,3,7,6,2,2,6,3,2,0
2251,0,2,7,1,8,3,3,2,8,5,7,9,8,1,1,9,5,3,0,1,0,0,0,3,7,0,0,5,5,7,0
2252,3,4,9,7,3,6,8,2,4,1,1,2,5,9,5,5,5,4,5,8,3,2,7,7,2,3,8,2,1,6,0
2253,7,9,5,9,9,3,6,1,0,5,3,6,5,9,3,1,3,1,0,2,7,2,0,4,7,0,4,5,6,8,0
2254,2,4,3,1,2,5,4,4,4,3,7,5,3,2,0,8,4,0,8,7,8,7,5,9,4,0,6,5,1,5,0
2255,1,3,5,2,9,3,7,4,9,9,7,4,4,5,0,3,1,1,5,7,1,2,0,4,5,4,5,3,2,6,0
2256,8,9,4,1,5,5,7,9,3,7,2,7,3,1,2,4,9,5,2,8,8,3,5,1,4,8,7,1,4,4,0
2257,5,5,3,9,5,8,2,9,3,6,1,6,9,0,4,9,9,8,9,1,3,5,0,2,9,2,4,0,9,2,0
2258,9,2,2,9,6,3,9,6,8,5,3,6,7,1,5,0,5,4,3,8,8,4,8,6,1,0,4,1,4,8,0
2259,7,4,8,0,5,9,8,5,3,2,4,5,8,5,2,8,7,2,0,6,0,2,8,3,0,4,7,2,3,8,0
2260,4,9,0,3,4,2,2,7,6,6,5,3,1,3,0,9,3,9,7,2,0,9,1,7,6,6,7,0,5,8,0
2261,7,2,5,5,0,3,6,0,4,6,1,4,8,0,3,6,6,8,2,2,7,2,0,3,1,3,4,2,6,4,0
2262,6,2,2,4,1,3,8,5,1,8,3,2,1,7,3,7,8,5,5,0,6,1,2,9,5,0,2,7,4,1,0
2263,9,3,4,6,7,1,8,4,3,5,2,2,3,8,7,7,9,9,5,2,8,0,9,2,7,8,7,1,4,6,0
2264,1,2,2,2,2,6,2,1,7,9,3,7,1,0,1,4,3,7,0,3,9,9,9,7,4,2,6,3,7,4,0
2265,6,4,3,4,3,4,9,6,1,5,2,5,4,3,3,0,2,4,2,6,2,0,4,7,4,8,8,9,8,3,0
2266,5,0,0,5,5,2,4,8,2,2,8,2,8,4,3,7,7,8,5,0,3,8,6,9,7,7,6,1,0,7,0
2267,7,5,3,2,9,7,5,9,7,2,0,6,7,4,6,6,2,1,4,5,8,3,0,5,0,5,0,2,6,9,0
2268,2,9,7,0,0,7,5,1,3,6,8,8,9,7,1,4,3,5,1,8,7,7,4,4,7,7,8,7,5,0,0
2269,2,9,6,8,4,3,1,0,3,8,5,9,4,1,0,5,5,4,2,9,6,5,9,3,5,9,3,2,7,3,0
2270,2,5,5,4,2,5,0,3,0,7,5,2,2,8,8,9,8,3,9,4,7,7,9,8,0,6,0,6,9,5,0
2271,6,7,0,5,0,4,9,7,2,5,0,3,0,4,4,6,9,7,7,2,1,9,0,8,9,8,6,6,4,5,0
2272,0,7,7,9,4,9,6,9,4,1,5,6,3,4,3,6,0,7,8,2,7,7,7,4,4,6,9,2,1,9,0
2273,6,5,3,4,0,5,4,9,5,5,9,6,2,5,6,1,3,5,6,5,0,9,5,7,0,8,2,2,5,3,0
2274,9,9,5,9,5,3,4,6,0,7,0,7,2,9,0,9,7,7,3,8,3,2,5,1,6,3,5,2,7,6,0
2275,0,1,3,5,0,0,1,3,2,3,6,6,8,1,5,9,3,3,1,2,3,1,4,2,4,9,1,8,2,3,0
2276,0,6,1,2,9,1,2,5,6,6,4,0,8,0,5,1,7,4,0,5,4,7,1,0,1,0,2,5,4,9,0
2277,8,8,6,9,1,9,8,9,7,8,4,2,9,3,2,4,6,1,5,9,2,9,2,8,1,9,2,9,0,4,0
2278,8,1,1,1,3,7,3,6,4,2,1,8,1,5,9,4,7,2,9,3,5,4,7,2,5,5,9,8,5,5,0
2279,3,8,1,9,6,8,3,5,6,5,7,0,8,0,8,6,8,9,5,0,9,8,2,1,7,5,2,5,1,6,0
2280,0,5,5,2,3,1,1,7,5,1,4,0,5,2,2,7,2,2,9,3,9,6,9,6,1,7,4,9,9,6,0
2281,2,0,2,7,7,8,4,0,8,2,9,7,6,0,3,6,2,3,4,4,6,7,5,4,9,8,3,8,1,2,0
